date,no1,no2,no3,no4,no5
2014-02-04 04:00:00,0.608082,2.068926,-0.398333,1.109020,-1.737080
2014-02-04 05:00:00,1.121178,-1.537180,0.099331,0.528822,-1.657166
2014-02-04 06:00:00,-0.675131,1.608331,-1.382189,-0.055593,-0.770623
2014-02-04 07:00:00,-0.323756,-0.046066,-0.724928,-0.257373,1.204301
2014-02-04 08:00:00,-2.486584,-0.994858,0.908145,-0.420978,-0.440990
2014-02-04 09:00:00,1.754567,-1.975217,0.019537,-0.840975,-0.375090
2014-02-04 10:00:00,0.728717,-0.242400,-0.112499,1.383962,0.038731
2014-02-04 11:00:00,-0.013868,-0.627242,0.085229,0.056729,-1.653094
2014-02-04 12:00:00,-0.511246,1.478885,-0.502579,-1.323363,-0.119234
2014-02-04 13:00:00,-0.444505,0.974814,0.386507,0.031501,0.280817
2014-02-04 14:00:00,-0.015607,1.464181,-1.650798,0.202978,0.220883
2014-02-04 15:00:00,1.544611,-0.291593,1.888134,0.617937,0.177836
2014-02-04 16:00:00,-0.860792,-3.126730,-1.164193,-0.854221,0.463530
2014-02-04 17:00:00,-1.408718,0.694260,-0.887707,-0.201086,1.142063
2014-02-04 18:00:00,0.644481,0.496408,0.948327,-0.031207,0.715322
2014-02-04 19:00:00,-0.537906,0.340807,0.844988,-0.414872,-0.847518
2014-02-04 20:00:00,2.407393,-0.142649,1.056405,1.823897,0.158340
2014-02-04 21:00:00,-0.913593,-0.715844,0.568842,-1.206547,-1.725454
2014-02-04 22:00:00,-0.513014,-0.875039,1.425657,-0.335628,-1.380526
2014-02-04 23:00:00,0.449869,0.830335,-1.087290,-2.259674,-0.308277
2014-02-05 00:00:00,0.426972,-0.054479,-0.747602,-1.180123,0.307968
2014-02-05 01:00:00,0.378763,-0.475355,-0.374138,2.214310,-0.103759
2014-02-05 02:00:00,-0.139350,0.013670,-0.213639,0.269372,-0.003901
2014-02-05 03:00:00,0.627337,0.481912,-0.899163,0.766511,0.484344
2014-02-05 04:00:00,-0.643374,0.367135,-0.690685,-0.658654,0.408154
2014-02-05 05:00:00,0.969241,0.107704,-1.990357,-1.113423,-0.601580
2014-02-05 06:00:00,-0.409843,-0.751568,-1.987326,1.772033,-1.291765
2014-02-05 07:00:00,-0.173120,-0.564938,0.135127,1.223784,-1.522517
2014-02-05 08:00:00,-0.437878,1.237605,-1.034340,1.009309,0.031404
2014-02-05 09:00:00,0.049032,-0.113129,-1.064743,-0.787851,-0.381017
2014-02-05 10:00:00,-1.450168,0.028949,-1.344944,0.559847,-1.848570
2014-02-05 11:00:00,-0.950132,0.494234,0.459159,-0.560742,0.007981
2014-02-05 12:00:00,0.714207,0.806023,0.695096,0.926203,-0.710834
2014-02-05 13:00:00,-0.566178,-0.413994,0.016544,-0.737284,1.255494
2014-02-05 14:00:00,1.373779,-1.336619,1.073632,0.264221,-1.070677
2014-02-05 15:00:00,-1.630261,-0.705068,-0.205141,0.463212,-1.607952
2014-02-05 16:00:00,0.072836,0.709183,1.591840,-0.230859,0.459873
2014-02-05 17:00:00,1.514067,-0.918565,0.260156,0.860303,-0.962234
2014-02-05 18:00:00,-1.412003,-0.032305,-0.847400,-1.779496,-0.656557
2014-02-05 19:00:00,0.365881,0.878463,0.179885,1.202774,-0.476214
2014-02-05 20:00:00,0.303516,-0.305400,-0.239709,-0.043821,0.176422
2014-02-05 21:00:00,0.717802,0.501732,0.640141,-0.242908,1.736882
2014-02-05 22:00:00,1.479599,-1.744078,-1.260027,-0.919488,-0.440660
2014-02-05 23:00:00,0.467234,0.735142,-1.348815,0.381953,-0.410985
2014-02-06 00:00:00,-0.489265,0.259625,-1.100884,-1.142842,-0.039552
2014-02-06 01:00:00,-1.627592,-0.426126,1.864856,-0.070447,0.239226
2014-02-06 02:00:00,-0.482672,-0.559150,1.169471,0.259307,-1.284308
2014-02-06 03:00:00,-0.330958,0.280292,1.920514,-0.634832,0.601309
2014-02-06 04:00:00,0.065094,-0.939408,1.352295,-0.106390,-1.055687
2014-02-06 05:00:00,-0.634408,-0.422160,0.954417,0.791949,1.128562
2014-02-06 06:00:00,0.394198,-0.110191,-0.151361,-0.633680,-0.987190
2014-02-06 07:00:00,1.677144,0.634116,-0.784635,0.953507,0.205427
2014-02-06 08:00:00,-0.130829,-1.991920,-0.043370,-1.220789,-0.026206
2014-02-06 09:00:00,1.168542,-1.873678,-0.492035,-0.343961,0.280801
2014-02-06 10:00:00,-0.274609,-0.086040,-1.114965,-0.742839,0.122505
2014-02-06 11:00:00,0.912633,0.316148,1.770706,0.042147,-0.267076
2014-02-06 12:00:00,0.814368,1.982237,1.807536,-0.809431,2.343971
2014-02-06 13:00:00,0.877210,-1.687012,-1.107288,0.642063,-2.158979
2014-02-06 14:00:00,-2.005146,-1.855602,1.013408,-0.486595,0.902609
2014-02-06 15:00:00,0.860060,-2.626917,-1.359445,-0.424062,0.278910
2014-02-06 16:00:00,2.281494,-0.560380,1.363565,-0.809715,1.490619
2014-02-06 17:00:00,0.610473,1.621365,-0.567165,1.383311,1.477687
2014-02-06 18:00:00,-0.424968,1.445004,-0.209800,0.016165,0.725414
2014-02-06 19:00:00,0.102906,0.482263,-1.354667,-1.111888,-0.881575
2014-02-06 20:00:00,-0.232283,-0.776014,-0.459217,-0.380931,-1.041570
2014-02-06 21:00:00,0.254141,-0.191744,-0.404893,-0.305801,-1.524182
2014-02-06 22:00:00,0.115126,-1.189520,-1.960351,-0.777665,0.775504
2014-02-06 23:00:00,1.743251,0.436268,1.077786,0.207057,1.091579
2014-02-07 00:00:00,-0.516177,0.202291,-0.311967,-2.126830,0.631610
2014-02-07 01:00:00,-0.057772,-1.538306,1.420121,-0.908170,1.521919
2014-02-07 02:00:00,1.588437,-0.714046,0.270253,0.334215,0.075512
2014-02-07 03:00:00,0.881803,-0.004690,1.165519,0.502327,0.405367
2014-02-07 04:00:00,-0.745201,-1.480802,0.128609,1.933655,1.059412
2014-02-07 05:00:00,-0.124252,-1.108752,0.733227,-0.190336,2.007446
2014-02-07 06:00:00,-0.506205,1.153636,1.735265,0.091396,0.311125
2014-02-07 07:00:00,-0.139599,0.844533,1.104036,-0.120630,1.235638
2014-02-07 08:00:00,-0.497538,-0.751417,-1.019717,-1.121368,-0.241942
2014-02-07 09:00:00,2.431669,-0.872845,-0.070942,-0.582828,0.032867
2014-02-07 10:00:00,-2.202347,-0.552774,0.135335,-1.451317,0.466756
2014-02-07 11:00:00,-0.048619,-0.878359,1.818974,0.216690,-0.180787
2014-02-07 12:00:00,-3.038532,0.409174,-1.650851,1.207686,-1.714185
2014-02-07 13:00:00,0.457056,-0.437162,-0.131616,-1.537772,1.300273
2014-02-07 14:00:00,0.216055,0.012816,0.805262,1.229886,1.690042
2014-02-07 15:00:00,0.609320,0.362007,0.981074,-0.465146,0.754906
2014-02-07 16:00:00,0.733641,-0.499738,0.860889,1.079552,-1.445601
2014-02-07 17:00:00,-0.939592,-1.170245,1.101705,-0.812467,-1.396436
2014-02-07 18:00:00,1.032801,0.706250,-0.195352,1.881622,0.728462
2014-02-07 19:00:00,-1.727923,-0.459461,-0.108811,0.477911,-0.337538
2014-02-07 20:00:00,2.429989,0.113214,0.390999,0.651596,1.073290
2014-02-07 21:00:00,-2.162422,-0.566458,-1.423857,0.504229,0.101319
2014-02-07 22:00:00,-2.554705,0.314863,-1.337995,0.392490,-0.682515
2014-02-07 23:00:00,-2.888662,-2.178170,0.185721,-1.859431,-1.012152
2014-02-08 00:00:00,-0.592988,-0.361046,-1.779681,-1.731528,0.784187
2014-02-08 01:00:00,0.077444,0.105927,-0.704680,0.617926,0.895346
2014-02-08 02:00:00,-0.066374,0.204489,0.538111,1.315884,-0.786908
2014-02-08 03:00:00,-0.330615,-0.390908,-0.297382,-0.023647,-1.522942
2014-02-08 04:00:00,0.768229,-0.456589,-1.643500,0.014444,2.365742
2014-02-08 05:00:00,-2.068771,-1.034872,-0.269198,-1.694792,2.761389
2014-02-08 06:00:00,1.494173,0.096400,-0.228679,-1.015218,-1.351459
2014-02-08 07:00:00,0.124215,-0.549884,1.363849,1.113366,0.868397
2014-02-08 08:00:00,0.346658,-0.660427,-0.484647,1.511586,1.422543
2014-02-08 09:00:00,0.571131,-0.400138,0.991599,-0.137301,0.396417
2014-02-08 10:00:00,-0.380850,2.348250,-0.490475,0.716225,2.819314
2014-02-08 11:00:00,0.892187,1.112588,0.704441,1.360739,-0.484755
2014-02-08 12:00:00,0.419927,0.513554,-0.428079,-0.903625,-0.756719
2014-02-08 13:00:00,-0.709154,1.447888,-1.984111,-0.503376,0.694988
2014-02-08 14:00:00,-1.194571,-1.575756,0.573767,0.824784,-0.688150
2014-02-08 15:00:00,-0.482367,-0.798756,0.627269,1.146839,0.471096
2014-02-08 16:00:00,1.984598,0.499632,-1.663050,0.608958,0.312271
2014-02-08 17:00:00,-0.854297,-0.248167,-0.506709,-1.162877,0.587332
2014-02-08 18:00:00,2.544992,-1.461494,-1.247997,1.106462,1.008528
2014-02-08 19:00:00,0.655595,-0.307163,1.116776,1.366208,-0.342235
2014-02-08 20:00:00,-0.181376,-1.025058,1.037947,2.008441,0.898067
2014-02-08 21:00:00,1.467822,-0.077512,1.196950,0.271752,0.935158
2014-02-08 22:00:00,-0.201078,1.324011,0.265939,-0.297908,1.152727
2014-02-08 23:00:00,1.085698,0.096445,-0.395405,-0.824896,-1.430044
2014-02-09 00:00:00,-1.229222,-0.372196,-1.039512,0.449908,0.208085
2014-02-09 01:00:00,0.724116,0.780444,-2.110212,0.072170,0.476176
2014-02-09 02:00:00,0.791245,-0.510359,-0.161682,-0.006479,0.697183
2014-02-09 03:00:00,-1.086485,-0.081023,-0.934417,0.313142,0.251473
2014-02-09 04:00:00,0.037891,0.823111,0.292472,-1.324499,0.965401
2014-02-09 05:00:00,0.255919,-0.105269,0.180803,1.107960,-0.907691
2014-02-09 06:00:00,2.127863,-1.742138,0.922245,-0.479925,0.759601
2014-02-09 07:00:00,0.213845,0.655313,2.150700,-0.747523,0.483264
2014-02-09 08:00:00,1.526389,-1.316466,1.044311,0.404002,0.106381
2014-02-09 09:00:00,-0.761916,-0.278862,1.129200,1.055562,-0.733911
2014-02-09 10:00:00,-1.679226,1.851641,-0.236511,0.031407,-0.710711
2014-02-09 11:00:00,0.396961,0.426365,0.948766,0.404298,0.761526
2014-02-09 12:00:00,0.055512,-0.349480,0.698975,0.840908,-0.450398
2014-02-09 13:00:00,-0.660979,0.878505,-0.110498,0.486967,0.508661
2014-02-09 14:00:00,-0.696515,2.474531,-0.398660,0.182343,1.286269
2014-02-09 15:00:00,0.129738,-0.554487,-0.342501,-1.233593,1.047823
2014-02-09 16:00:00,0.787359,-0.746325,0.540057,-0.554950,0.674723
2014-02-09 17:00:00,0.316836,-0.279259,-0.440039,0.652810,1.119889
2014-02-09 18:00:00,0.312564,-0.777338,1.438621,-0.622034,0.689722
2014-02-09 19:00:00,-0.738942,-0.701518,0.109954,-0.463468,-0.184981
2014-02-09 20:00:00,0.391885,-0.078656,1.608111,0.496044,-0.111147
2014-02-09 21:00:00,0.495580,-1.270785,1.026513,-0.496923,1.554479
2014-02-09 22:00:00,1.720713,0.352792,-1.233072,0.837839,-0.648551
2014-02-09 23:00:00,-0.629348,0.776517,1.093079,-0.383780,0.387036
2014-02-10 00:00:00,0.285132,0.076648,-0.434834,-0.680530,0.707989
2014-02-10 01:00:00,-0.317946,-0.086769,2.132210,-1.152738,-0.919647
2014-02-10 02:00:00,-0.321465,1.170893,-1.090465,-0.833003,1.391194
2014-02-10 03:00:00,-1.175537,-0.929498,0.094535,-1.221345,-2.613178
2014-02-10 04:00:00,0.176251,-0.736378,0.513321,0.557178,-1.127658
2014-02-10 05:00:00,0.310590,1.299465,0.541488,0.586212,-0.839889
2014-02-10 06:00:00,-0.448397,-1.955036,0.025299,-1.507115,-1.467713
2014-02-10 07:00:00,-0.336511,0.770983,-0.719960,0.117058,-0.543813
2014-02-10 08:00:00,0.206534,0.328002,-0.082092,0.922541,1.230799
2014-02-10 09:00:00,-0.749329,0.288942,-0.964731,-1.292702,-0.284755
2014-02-10 10:00:00,0.570148,-0.062992,0.851728,-0.324376,-1.845277
2014-02-10 11:00:00,-1.145949,-0.653211,-2.623405,-1.761803,0.657839
2014-02-10 12:00:00,0.863628,-0.034253,0.756110,-0.693423,-1.004164
2014-02-10 13:00:00,-0.270353,0.331385,-0.128664,0.017787,0.380717
2014-02-10 14:00:00,-0.160853,0.056940,1.094439,-1.735772,0.419474
2014-02-10 15:00:00,0.942701,1.283442,-0.441997,-0.637313,-2.039266
2014-02-10 16:00:00,0.160506,0.870308,-1.127060,0.696486,-0.110703
2014-02-10 17:00:00,-0.461355,1.535855,0.866276,-0.127628,1.154109
2014-02-10 18:00:00,-1.203790,0.407135,0.231700,-0.958946,-0.172469
2014-02-10 19:00:00,-0.815254,1.694513,0.704276,1.405712,-1.255320
2014-02-10 20:00:00,0.563569,0.150352,0.032718,-1.888093,-0.747319
2014-02-10 21:00:00,1.221292,-0.815876,0.682545,0.336903,0.032104
2014-02-10 22:00:00,-0.349553,-0.912131,-0.427611,0.682496,1.130267
2014-02-10 23:00:00,0.262686,0.252620,0.480848,0.654070,0.853892
2014-02-11 00:00:00,2.034374,0.265007,1.395863,-1.068262,0.310577
2014-02-11 01:00:00,0.247303,0.546525,0.815894,1.073584,-0.460926
2014-02-11 02:00:00,-1.564510,-2.238065,-0.606673,-1.140521,0.408187
2014-02-11 03:00:00,-0.257407,0.794210,0.298980,0.584643,0.321707
2014-02-11 04:00:00,0.729568,-0.440041,-0.620960,-0.942675,1.667339
2014-02-11 05:00:00,0.939779,-0.675313,-0.663419,-1.870405,-0.925891
2014-02-11 06:00:00,1.941326,1.405104,-0.971925,1.135588,0.283487
2014-02-11 07:00:00,-0.028854,-0.840566,0.712297,-0.951820,0.220496
2014-02-11 08:00:00,-1.730306,-0.829859,-0.900960,-0.217542,-1.127345
2014-02-11 09:00:00,-0.743280,1.447732,0.185746,0.418787,0.183559
2014-02-11 10:00:00,-0.139405,0.018698,-0.377160,-0.302818,-0.835855
2014-02-11 11:00:00,-0.376298,0.454965,-1.716823,2.234673,-0.224878
2014-02-11 12:00:00,0.349610,-0.533143,-0.483436,1.256275,-0.521057
2014-02-11 13:00:00,-0.948166,1.035038,-0.186893,-0.160172,-0.582710
2014-02-11 14:00:00,-0.352655,-0.864326,0.426906,-1.566781,0.930679
2014-02-11 15:00:00,2.137254,1.351801,0.452811,0.472202,0.209010
2014-02-11 16:00:00,-0.620478,2.308708,1.038035,1.508108,-1.232056
2014-02-11 17:00:00,-0.923049,-1.015611,2.042563,0.012606,0.501746
2014-02-11 18:00:00,0.297702,-1.631271,-0.511824,-0.014331,-1.512414
2014-02-11 19:00:00,-0.139318,0.978861,1.731995,-0.289175,2.941402
2014-02-11 20:00:00,-1.192058,-0.213362,-1.486390,0.278741,0.660943
2014-02-11 21:00:00,-0.713627,1.813712,0.904934,-0.311213,0.977708
2014-02-11 22:00:00,1.647744,0.902886,-0.921011,1.139716,-1.179485
2014-02-11 23:00:00,0.941937,-0.029549,0.390251,1.133100,0.631518
2014-02-12 00:00:00,0.684383,-0.255636,2.195280,1.829198,0.908126
2014-02-12 01:00:00,0.382694,-1.189116,-0.639741,0.312310,-1.185339
2014-02-12 02:00:00,0.408226,-0.762289,-1.958772,-1.037139,-1.140930
2014-02-12 03:00:00,0.103448,-0.163243,-0.577453,-0.067154,-0.001233
2014-02-12 04:00:00,-1.486779,0.455995,-0.528986,-0.582250,-1.028241
2014-02-12 05:00:00,2.834190,-0.540055,-1.365700,-2.654359,1.043882
2014-02-12 06:00:00,-0.962496,-1.311752,1.739642,-1.186621,-0.751129
2014-02-12 07:00:00,1.550930,-0.100149,-0.418158,-0.135494,0.189973
2014-02-12 08:00:00,2.227917,-1.238798,-0.069263,-0.988620,-0.246145
2014-02-12 09:00:00,2.031685,1.126100,-0.342997,0.643213,1.524810
2014-02-12 10:00:00,-0.181104,0.129950,-0.553292,-1.041668,0.137926
2014-02-12 11:00:00,0.037490,-0.576196,1.654257,0.673882,0.249432
2014-02-12 12:00:00,-1.589022,1.346427,0.957464,-0.495805,-1.776301
2014-02-12 13:00:00,-2.389301,-1.330950,0.156622,-0.508374,0.231851
2014-02-12 14:00:00,-1.687108,0.688840,-0.230803,-1.698912,1.132006
2014-02-12 15:00:00,-1.143012,0.997564,0.865389,-0.281965,-0.240348
2014-02-12 16:00:00,-0.127316,0.912195,-0.602540,-1.461392,0.053928
2014-02-12 17:00:00,0.676103,-1.117387,-1.455351,-0.617629,-0.208712
2014-02-12 18:00:00,0.863319,-0.866550,1.149283,-1.907021,1.609435
2014-02-12 19:00:00,-0.183219,0.059208,-0.016207,-0.650761,0.179308
2014-02-12 20:00:00,0.695217,-0.740384,-2.089302,-0.455070,0.170626
2014-02-12 21:00:00,1.959721,-0.643170,-0.539318,0.514747,0.595160
2014-02-12 22:00:00,-2.248767,0.069739,0.823610,-0.940410,-0.567429
2014-02-12 23:00:00,0.502539,0.099947,0.724621,-0.782428,1.835982
2014-02-13 00:00:00,1.209356,-0.264518,1.445284,0.564276,0.843084
2014-02-13 01:00:00,-1.060133,1.066928,1.153964,-0.146532,2.141368
2014-02-13 02:00:00,-1.893078,1.175517,-1.005440,-0.678236,-1.805135
2014-02-13 03:00:00,0.847508,-1.223093,-1.093693,0.880762,1.456282
2014-02-13 04:00:00,-1.314027,-0.811188,-1.267152,-2.682850,0.663446
2014-02-13 05:00:00,0.685559,-0.093401,0.369932,-1.400894,0.722426
2014-02-13 06:00:00,0.360770,1.030587,-1.113809,-0.996226,-1.392537
2014-02-13 07:00:00,1.233739,0.564125,-0.824933,0.515367,0.458246
2014-02-13 08:00:00,0.684963,0.315309,-1.543011,-0.297586,0.151964
2014-02-13 09:00:00,0.042487,-0.813640,-1.676055,-0.076312,0.317304
2014-02-13 10:00:00,0.198132,-1.545360,1.198764,-0.968017,1.108614
2014-02-13 11:00:00,-1.154490,-2.701147,-0.291672,0.334328,0.433326
2014-02-13 12:00:00,0.030832,-0.396392,0.035065,0.827154,-1.768005
2014-02-13 13:00:00,0.991498,0.353245,-1.237365,0.024157,-1.279524
2014-02-13 14:00:00,-0.136504,-0.556751,1.255629,0.638171,0.688846
2014-02-13 15:00:00,-1.368615,-0.992468,0.751150,0.223308,0.667505
2014-02-13 16:00:00,2.606892,-0.394823,0.800550,0.171778,-1.253717
2014-02-13 17:00:00,-0.130198,-1.279157,1.159132,1.225933,0.628166
2014-02-13 18:00:00,2.628572,0.907702,-0.452065,-0.877284,0.013627
2014-02-13 19:00:00,0.072895,-0.207848,-0.104249,0.005535,-0.064904
2014-02-13 20:00:00,-0.275531,2.009745,-1.686663,-0.669320,-1.161532
2014-02-13 21:00:00,-0.620195,0.321334,0.810469,-0.443301,0.317704
2014-02-13 22:00:00,-0.096145,0.970441,0.996606,0.361700,-0.356427
2014-02-13 23:00:00,-0.418763,1.068481,1.501200,-0.156944,0.359612
2014-02-14 00:00:00,0.752905,0.590774,0.357764,0.344738,-1.536182
2014-02-14 01:00:00,-0.519524,1.937134,0.079872,-0.194964,0.168584
2014-02-14 02:00:00,-0.393994,-2.785024,-0.723483,-0.394885,0.417578
2014-02-14 03:00:00,0.558694,0.337040,1.633747,1.621046,-1.149105
2014-02-14 04:00:00,-0.416293,0.054735,-0.257506,1.714382,-0.059197
2014-02-14 05:00:00,0.975365,0.198578,-0.087414,0.088405,0.128367
2014-02-14 06:00:00,1.415637,0.215265,-1.245881,1.652747,1.198419
2014-02-14 07:00:00,1.224001,0.628058,-0.408213,1.597804,0.903405
2014-02-14 08:00:00,-0.172193,-0.789967,-0.260883,-1.279907,-0.069588
2014-02-14 09:00:00,-0.202415,0.298556,-0.285354,0.034199,0.191577
2014-02-14 10:00:00,0.081218,-1.073636,0.440046,-0.877874,-1.823320
2014-02-14 11:00:00,-1.305694,-0.057381,-0.343050,0.590383,-1.750347
2014-02-14 12:00:00,-1.816095,-0.162090,-0.519157,-0.223017,0.176736
2014-02-14 13:00:00,-0.250948,-0.561589,-0.840516,0.104124,0.304616
2014-02-14 14:00:00,-1.858430,1.462431,-1.494928,2.273997,0.486357
2014-02-14 15:00:00,-0.085102,-0.040998,0.357365,0.681439,0.701785
2014-02-14 16:00:00,-0.923192,0.444531,0.131956,-0.532696,0.385164
2014-02-14 17:00:00,0.024540,-1.915919,-0.140110,-2.088176,0.251549
2014-02-14 18:00:00,-0.663957,-2.279161,0.198621,-0.987096,-0.694655
2014-02-14 19:00:00,-0.104511,-0.521665,-1.886550,0.513289,-2.048383
2014-02-14 20:00:00,-0.337323,-0.628040,0.317620,-0.125458,-0.966179
2014-02-14 21:00:00,0.297696,-0.876183,0.252449,0.062511,-0.640691
2014-02-14 22:00:00,-0.533281,0.516857,0.161276,-1.510145,-0.499635
2014-02-14 23:00:00,0.141317,0.555593,-0.464193,1.250119,0.753256
2014-02-15 00:00:00,1.178858,-0.707876,-1.716947,-0.319718,0.588166
2014-02-15 01:00:00,0.183814,-0.097858,0.243150,-0.737065,1.072206
2014-02-15 02:00:00,1.759307,0.609114,0.667116,1.219588,-0.461289
2014-02-15 03:00:00,-0.127046,-1.549948,-1.092217,0.538345,0.351606
2014-02-15 04:00:00,-0.150769,0.299775,1.688413,-0.366385,0.397268
2014-02-15 05:00:00,0.041872,-1.197137,-0.835268,1.026206,-0.970888
2014-02-15 06:00:00,-0.950029,-0.581647,1.244698,0.142512,2.092867
2014-02-15 07:00:00,-0.242669,-0.608966,-1.687474,0.723178,0.869922
2014-02-15 08:00:00,-1.186239,-0.282473,-1.832109,0.035354,-0.697192
2014-02-15 09:00:00,-2.004128,0.799653,-0.453153,0.674659,-0.124790
2014-02-15 10:00:00,0.529833,0.057393,-2.024206,0.963482,-1.029877
2014-02-15 11:00:00,-0.024811,-1.053938,-0.199100,-0.249496,0.628153
2014-02-15 12:00:00,-0.843576,0.036690,0.304933,0.238475,-0.645786
2014-02-15 13:00:00,0.355918,-0.511688,0.820002,-0.142699,-2.083171
2014-02-15 14:00:00,-0.765944,0.014185,0.088077,0.119188,-0.858467
2014-02-15 15:00:00,-0.295124,-1.366341,1.543856,0.025378,1.639105
2014-02-15 16:00:00,0.691768,0.605749,0.533557,-0.380820,0.283248
2014-02-15 17:00:00,-0.900247,-0.721946,-0.209350,-2.090070,0.252092
2014-02-15 18:00:00,-0.484584,0.110213,-0.791530,-0.734835,1.212281
2014-02-15 19:00:00,0.002075,-1.379080,-0.528478,-0.665534,-0.115690
2014-02-15 20:00:00,-0.623864,-0.781390,-2.384547,-0.134068,1.637530
2014-02-15 21:00:00,0.514550,-1.892049,-1.016526,-1.340504,1.453683
2014-02-15 22:00:00,1.165923,1.454764,0.259636,0.036431,-0.445648
2014-02-15 23:00:00,0.547458,-0.155468,-1.004730,-0.526981,3.213450
2014-02-16 00:00:00,0.443004,0.235815,-0.981533,1.559933,-1.027551
2014-02-16 01:00:00,-0.541611,-0.408753,1.246681,-1.584849,0.432299
2014-02-16 02:00:00,-0.111430,0.191589,-0.050002,1.997367,-0.316197
2014-02-16 03:00:00,0.661922,0.021472,0.706285,0.119001,0.043814
2014-02-16 04:00:00,-2.353206,-1.279728,-1.326928,-0.674241,0.031445
2014-02-16 05:00:00,-0.431510,-2.629950,-0.091302,1.259780,-2.282133
2014-02-16 06:00:00,-1.102410,1.630970,-0.381200,-0.107805,0.518756
2014-02-16 07:00:00,0.110060,1.232464,-1.593488,-0.424098,0.107095
2014-02-16 08:00:00,-0.347302,1.532340,0.950834,0.531563,0.122089
2014-02-16 09:00:00,0.683401,-1.184290,-1.392884,0.388680,-1.705881
2014-02-16 10:00:00,0.037914,1.333092,1.298665,-1.391298,0.365253
2014-02-16 11:00:00,-0.989065,0.145996,1.110708,-0.158064,-1.330560
2014-02-16 12:00:00,-1.153826,-1.582437,0.377865,-0.423024,-0.269458
2014-02-16 13:00:00,1.493173,0.779322,0.860989,-0.269550,1.537851
2014-02-16 14:00:00,-0.293365,1.535023,-0.649411,0.810753,0.993910
2014-02-16 15:00:00,-1.028934,1.273217,-1.719525,-1.834092,1.568044
2014-02-16 16:00:00,-0.152667,0.575227,1.212675,0.118457,-0.413948
2014-02-16 17:00:00,0.722908,1.256166,0.672461,-1.383165,0.495527
2014-02-16 18:00:00,-0.477886,0.088801,0.516406,1.263262,-0.710106
2014-02-16 19:00:00,-1.074178,1.490220,-0.956300,-0.568738,0.867415
2014-02-16 20:00:00,-1.754121,-0.633978,-0.079531,0.020902,0.492505
2014-02-16 21:00:00,-0.593781,0.215319,-3.177099,0.311504,0.541473
2014-02-16 22:00:00,-1.236181,0.421940,0.068763,-0.002226,0.336051
2014-02-16 23:00:00,2.166461,-0.348354,0.174623,1.342183,1.238067
2014-02-17 00:00:00,-0.036521,0.509039,1.879289,0.258838,0.768256
2014-02-17 01:00:00,-1.469515,1.607107,1.582093,-1.592990,1.620956
2014-02-17 02:00:00,0.446035,-1.613368,2.370633,0.306946,0.666948
2014-02-17 03:00:00,0.704984,-1.780720,-0.921518,0.183976,0.296177
2014-02-17 04:00:00,0.131552,2.003800,0.063182,1.217388,0.042679
2014-02-17 05:00:00,0.605899,-0.609167,1.581795,1.444379,-1.428723
2014-02-17 06:00:00,0.415412,-0.519417,-0.366768,1.447620,0.391224
2014-02-17 07:00:00,-0.198879,0.806797,0.799206,-1.549250,-0.803415
2014-02-17 08:00:00,-2.413689,-0.190077,0.216608,0.971258,0.344069
2014-02-17 09:00:00,-0.434072,-0.987387,-0.313960,0.330304,-0.571855
2014-02-17 10:00:00,-0.744322,0.019585,0.711882,0.349243,-0.192772
2014-02-17 11:00:00,-0.647426,-0.801473,0.773941,0.568971,-0.626715
2014-02-17 12:00:00,-0.657563,0.503528,-1.837911,0.074085,0.707697
2014-02-17 13:00:00,-0.117591,-1.122831,0.252319,1.675252,0.306882
2014-02-17 14:00:00,-0.199748,-0.107024,-1.250751,0.088301,-0.502057
2014-02-17 15:00:00,0.637285,1.875214,-1.112943,0.425651,1.093219
2014-02-17 16:00:00,0.371420,-0.587488,0.941731,2.171142,-0.956128
2014-02-17 17:00:00,0.008713,-1.585562,0.683857,-0.690129,-1.694366
2014-02-17 18:00:00,0.457231,0.705656,-0.201709,0.037073,0.638621
2014-02-17 19:00:00,1.579684,-1.951824,-0.417740,0.155783,-1.207850
2014-02-17 20:00:00,-1.577728,-0.743008,-1.990866,-0.375174,1.611764
2014-02-17 21:00:00,1.641219,0.345750,0.109986,-1.227835,-1.169114
2014-02-17 22:00:00,-1.098103,0.524624,-1.887599,0.421198,2.339237
2014-02-17 23:00:00,-0.032667,0.122936,0.229260,1.164968,-1.366432
2014-02-18 00:00:00,-2.183221,-0.020398,-0.655781,1.686774,0.196345
2014-02-18 01:00:00,0.303177,-0.448321,0.190563,1.831581,-0.406348
2014-02-18 02:00:00,-0.215133,1.533546,0.982022,0.817996,-0.266007
2014-02-18 03:00:00,0.084629,-0.965359,0.137249,0.298565,1.018158
2014-02-18 04:00:00,1.004056,1.521576,0.385514,0.426319,-1.129918
2014-02-18 05:00:00,-1.392287,-0.348934,0.276058,-0.314438,-0.714159
2014-02-18 06:00:00,0.088904,-0.679130,-0.171224,-0.060028,0.068884
2014-02-18 07:00:00,0.778270,-0.100907,-0.312538,0.778165,0.350877
2014-02-18 08:00:00,0.935221,-1.793040,-0.683633,-0.630320,0.555311
2014-02-18 09:00:00,-0.335574,0.439403,-0.457297,0.419787,-0.655344
2014-02-18 10:00:00,-1.223222,0.832196,-1.180510,0.068185,-0.933865
2014-02-18 11:00:00,0.802540,0.550621,-0.675654,1.886128,1.098397
2014-02-18 12:00:00,0.714760,0.812501,-1.772809,0.668955,-0.380624
